Energy (Hartree)	Bond Length (Å)	Angle (°)
-396.634669745	1.5	93.8
-396.65001847	1.8	93.8
-396.664655459	1.4	93.8
-396.677953868	1.8	93.8
-396.688899879	1.3	93.8
-396.695731335	1.8	93.8
-396.695360073	1.2	93.8
-396.682539935	1.8	93.8
-396.648659814	1.1	93.8
-396.579854345	1.8	93.8
-396.568756285	1.0	93.8
-396.637627463	1.8	93.8
-396.671544436	1.0	93.8
-396.684384579	1.7	93.8
-396.684769702	1.1	93.8
-396.677953868	1.7	93.8
-396.667029288	1.2	93.8
-396.653758499	1.7	93.8
-396.639153333	1.3	93.8
-396.62383788	1.7	93.8
-396.608241584	1.4	93.8
-396.595105388	1.7	93.8
-396.610668543	1.5	93.8
-396.625949077	1.7	93.8
-396.640519634	1.6	93.8
-396.653758499	1.7	93.8
-396.664655459	1.7	93.8
-396.671447425	1.7	93.8
-396.67103839	1.8	93.8
-396.658167383	1.7	93.8
-396.624203896	1.9	93.8
-396.555261714	1.7	93.8
-396.540402127	2.0	93.8
-396.609416328	1.7	93.8
-396.643431814	2.0	93.8
-396.656340845	1.6	93.8
-396.656780781	1.9	93.8
-396.65001847	1.6	93.8
-396.639153333	1.8	93.8
-396.625949077	1.6	93.8
-396.61141458	1.7	93.8
-396.596169519	1.6	93.8
-396.580639449	1.6	93.8
-396.565460267	1.6	93.8
-396.580958754	1.5	93.8
-396.596169519	1.6	93.8
-396.610668542	1.4	93.8
-396.62383788	1.6	93.8
-396.634669744	1.3	93.8
-396.641399796	1.6	93.8
-396.640925588	1.2	93.8
-396.627975313	1.6	93.8
-396.593906235	1.1	93.8
-396.524822146	1.6	93.8
-396.508967754	1.0	93.8
-396.578117459	1.6	93.8
-396.612238709	1.0	93.8
-396.625230242	1.5	93.8
-396.625739048	1.1	93.8
-396.619041128	1.5	93.8
-396.608241584	1.2	93.8
-396.595105388	1.5	93.8
-396.580639449	1.3	93.8
-396.565460267	1.5	93.8
-396.549990573	1.4	93.8
-396.549979379	1.5	93.8
-396.56544868	1.5	93.9
-396.580627612	1.5	93.9
-396.595093504	1.6	93.9
-396.608229907	1.5	93.9
-396.619029925	1.7	93.9
-396.625728539	1.5	93.9
-396.62522054	1.8	93.9
-396.612229811	1.5	93.9
-396.578109298	1.9	93.9
-396.508960303	1.5	93.9
-396.524817415	2.0	93.9
-396.593900501	1.5	93.9
-396.627968492	2.0	93.9
-396.640917565	1.4	93.9
-396.641390547	1.9	93.9
-396.634659394	1.4	93.9
-396.623826686	1.8	93.9
-396.610656831	1.4	93.9
-396.596157608	1.7	93.9
-396.580946907	1.4	93.9
-396.56544868	1.6	93.9
-396.580627612	1.4	93.9
-396.596157608	1.5	93.9
-396.611402854	1.4	93.9
-396.625937872	1.4	93.9
-396.639143042	1.4	93.9
-396.650009486	1.3	93.9
-396.656773408	1.4	93.9
-396.656335221	1.2	93.9
-396.64342789	1.4	93.9
-396.609413935	1.1	93.9
-396.54040111	1.4	93.9
-396.555265571	1.0	93.9
-396.624205914	1.4	93.9
-396.65816732	1.0	93.9
-396.671036012	1.3	93.9
-396.671442659	1.1	93.9
-396.664648459	1.3	93.9
-396.653749625	1.2	93.9
-396.640509355	1.3	93.9
-396.625937872	1.3	93.9
-396.610656832	1.3	93.9
-396.595093504	1.4	93.9
-396.608229907	1.3	93.9
-396.623826687	1.5	93.9
-396.639143042	1.3	93.9
-396.653749625	1.6	93.9
-396.667022407	1.3	93.9
-396.677949536	1.7	93.9
-396.684768344	1.3	93.9
-396.684386373	1.8	93.9
-396.671549284	1.3	93.9
-396.637635061	1.9	93.9
-396.568766283	1.3	93.9
-396.579871738	2.0	93.9
-396.648674134	1.3	93.9
-396.68255071	2.0	93.9
-396.695366929	1.2	93.9
-396.695734154	1.9	93.9
-396.688898874	1.2	93.9
-396.677949536	1.8	93.9
-396.664648459	1.2	93.9
-396.650009486	1.7	93.9
-396.634659395	1.2	93.9
-396.619029926	1.6	93.9
-396.62572854	1.2	93.9
-396.641390547	1.5	93.9
-396.656773409	1.2	93.9
-396.671442659	1.4	93.9
-396.684768345	1.2	93.9
-396.695734154	1.3	93.9
-396.702577718	1.2	93.9
-396.702214513	1.2	93.9
-396.689406496	1.2	93.9
-396.655554569	1.1	93.9
-396.586807947	1.2	93.9
-396.586487538	1.0	93.9
-396.655195089	1.2	93.9
-396.689036808	1.0	93.9
-396.701847794	1.1	93.9
-396.702214514	1.1	93.9
-396.69536693	1.1	93.9
-396.684386374	1.2	93.9
-396.671036013	1.1	93.9
-396.656335222	1.3	93.9
-396.640917566	1.1	93.9
-396.625220541	1.4	93.9
-396.612229813	1.1	93.9
-396.627968494	1.5	93.9
-396.643427893	1.1	93.9
-396.658167322	1.6	93.9
-396.671549286	1.1	93.9
-396.682550712	1.7	93.9
-396.689406498	1.1	93.9
-396.689036809	1.8	93.9
-396.676217783	1.1	93.9
-396.642373667	1.9	93.9
-396.57368296	1.1	93.9
-396.53981994	2.0	93.9
-396.608520039	1.1	93.9
-396.642373669	2.0	93.9
-396.655195092	1.0	93.9
-396.655554573	1.9	93.9
-396.648674138	1.0	93.9
-396.637635065	1.8	93.9
-396.624205918	1.0	93.9
-396.609413939	1.7	93.9
-396.593900505	1.0	93.9
-396.578109302	1.6	93.9
-396.50896031	1.0	93.9
-396.524817422	1.5	93.9
-396.540401116	1.0	93.9
-396.555265578	1.4	93.9
-396.56876629	1.0	93.9
-396.579871745	1.3	93.9
-396.586807953	1.0	93.9
-396.586487543	1.2	93.9
-396.573682964	1.0	93.9
-396.539819943	1.1	93.9
-396.471080038	1.0	93.9
-396.471140894	1.0	93.9
-396.53987244	1.0	94.0
-396.573726476	1.0	94.0
-396.586521774	1.0	94.0
-396.586833088	1.1	94.0
-396.579888463	1.0	94.0
-396.568775651	1.2	94.0
-396.555268836	1.0	94.0
-396.540399541	1.3	94.0
-396.524812172	1.0	94.0
-396.508952378	1.4	94.0
-396.578100666	1.0	94.0
-396.593894258	1.5	94.0
-396.609410996	1.0	94.0
-396.624207348	1.6	94.0
-396.637642037	1.0	94.0
-396.648687795	1.7	94.0
-396.655575852	1.0	94.0
-396.655224538	1.8	94.0
-396.642411329	1.0	94.0
-396.608565486	1.9	94.0
-396.539872437	1.0	94.0
-396.573726472	2.0	94.0
-396.642411327	1.0	94.0
-396.676248839	2.0	94.0
-396.689060777	1.1	94.0
-396.689423332	1.9	94.0
-396.682560841	1.1	94.0
-396.671553521	1.8	94.0
-396.658166683	1.1	94.0
-396.643423431	1.7	94.0
-396.627961171	1.1	94.0
-396.612220451	1.6	94.0
-396.625210386	1.1	94.0
-396.640909056	1.5	94.0
-396.656329075	1.1	94.0
-396.671033077	1.4	94.0
-396.684387574	1.1	94.0
-396.695373159	1.3	94.0
-396.702226465	1.1	94.0
-396.701865804	1.2	94.0
-396.689060776	1.1	94.0
-396.655224536	1.1	94.0
-396.586521768	1.1	94.0
-396.586833082	1.0	94.0
-396.655575849	1.1	94.0
-396.68942333	1.0	94.0
-396.702226465	1.2	94.0
-396.70258467	1.1	94.0
-396.69573637	1.2	94.0
-396.684766415	1.2	94.0
-396.671437354	1.2	94.0
-396.656765531	1.3	94.0
-396.641380827	1.2	94.0
-396.625717591	1.4	94.0
-396.6190183	1.2	94.0
-396.63464859	1.5	94.0
-396.650000017	1.2	94.0
-396.664640943	1.6	94.0
-396.677944658	1.2	94.0
-396.688897293	1.7	94.0
-396.69573637	1.2	94.0
-396.695373158	1.8	94.0
-396.68256084	1.2	94.0
-396.648687792	1.9	94.0
-396.579888456	1.2	94.0
-396.568775645	2.0	94.0
-396.637642033	1.2	94.0
-396.671553519	2.0	94.0
-396.684387573	1.3	94.0
-396.684766414	1.9	94.0
-396.677944658	1.3	94.0
-396.667015005	1.8	94.0
-396.653740259	1.3	94.0
-396.639132288	1.7	94.0
-396.623815059	1.3	94.0
-396.608217824	1.6	94.0
-396.59508123	1.3	94.0
-396.610644706	1.5	94.0
-396.625926227	1.3	94.0
-396.64049861	1.4	94.0
-396.653740259	1.3	94.0
-396.664640943	1.3	94.0
-396.671437354	1.3	94.0
-396.671033076	1.2	94.0
-396.658166681	1.3	94.0
-396.624207345	1.1	94.0
-396.55526883	1.3	94.0
-396.540399534	1.0	94.0
-396.609410992	1.3	94.0
-396.643423429	1.0	94.0
-396.656329073	1.4	94.0
-396.65676553	1.1	94.0
-396.650000017	1.4	94.0
-396.639132288	1.2	94.0
-396.625926227	1.4	94.0
-396.611390711	1.3	94.0
-396.596145303	1.4	94.0
-396.580615404	1.4	94.0
-396.56543674	1.4	94.0
-396.580934688	1.5	94.0
-396.596145303	1.4	94.0
-396.610644706	1.6	94.0
-396.623815059	1.4	94.0
-396.63464859	1.7	94.0
-396.641380826	1.4	94.0
-396.640909054	1.8	94.0
-396.627961169	1.4	94.0
-396.593894254	1.9	94.0
-396.524812165	1.4	94.0
-396.508952371	2.0	94.0
-396.578100662	1.4	94.0
-396.612220448	2.0	94.0
-396.625210385	1.5	94.0
-396.625717591	1.9	94.0
-396.6190183	1.5	94.0
-396.608217824	1.8	94.0
-396.59508123	1.5	94.0
-396.580615404	1.7	94.0
-396.56543674	1.5	94.0
-396.54996785	1.6	94.0
-396.549955987	1.5	94.0
-396.565424448	1.5	94.1
-396.580602825	1.5	94.1
-396.595068568	1.4	94.1
-396.608205334	1.5	94.1
-396.619006251	1.3	94.1
-396.625706203	1.5	94.1
-396.625199777	1.2	94.1
-396.612210622	1.5	94.1
-396.578091552	1.1	94.1
-396.508943959	1.5	94.1
-396.524806396	1.0	94.1
-396.593887497	1.5	94.1
-396.627953346	1.0	94.1
-396.640900057	1.6	94.1
-396.641370634	1.1	94.1
-396.634637332	1.6	94.1
-396.623802996	1.2	94.1
-396.610632165	1.6	94.1
-396.596132604	1.3	94.1
-396.580922095	1.6	94.1
-396.565424448	1.4	94.1
-396.580602825	1.6	94.1
-396.596132604	1.5	94.1
-396.611378151	1.6	94.1
-396.625914142	1.6	94.1
-396.639121071	1.6	94.1
-396.649990063	1.7	94.1
-396.656757147	1.6	94.1
-396.656322404	1.8	94.1
-396.643418429	1.6	94.1
-396.6094075	1.9	94.1
-396.540397401	1.6	94.1
-396.555271491	2.0	94.1
-396.624208187	1.6	94.1
-396.658165468	2.0	94.1
-396.671029581	1.7	94.1
-396.671431511	1.9	94.1
-396.664632912	1.7	94.1
-396.653730401	1.8	94.1
-396.640487399	1.7	94.1
-396.625914142	1.7	94.1
-396.610632165	1.7	94.1
-396.595068568	1.6	94.1
-396.608205334	1.7	94.1
-396.623802996	1.5	94.1
-396.639121072	1.7	94.1
-396.653730401	1.4	94.1
-396.667007084	1.7	94.1
-396.677939234	1.3	94.1
-396.684763914	1.7	94.1
-396.684388181	1.2	94.1
-396.671557144	1.7	94.1
-396.63764838	1.1	94.1
-396.56878437	1.7	94.1
-396.5799045	1.0	94.1
-396.648700786	1.7	94.1
-396.682570322	1.0	94.1
-396.695378761	1.8	94.1
-396.695737984	1.1	94.1
-396.688895137	1.8	94.1
-396.677939235	1.2	94.1
-396.664632912	1.8	94.1
-396.649990063	1.3	94.1
-396.634637333	1.8	94.1
-396.619006251	1.4	94.1
-396.625706204	1.8	94.1
-396.641370634	1.5	94.1
-396.656757148	1.8	94.1
-396.671431511	1.6	94.1
-396.684763914	1.8	94.1
-396.695737984	1.7	94.1
-396.70259099	1.8	94.1
-396.70223776	1.8	94.1
-396.689439485	1.8	94.1
-396.655596431	1.9	94.1
-396.586857504	1.8	94.1
-396.586555252	2.0	94.1
-396.655253252	1.8	94.1
-396.689084035	2.0	94.1
-396.701883128	1.9	94.1
-396.70223776	1.9	94.1
-396.695378762	1.9	94.1
-396.684388182	1.8	94.1
-396.671029583	1.9	94.1
-396.656322405	1.7	94.1
-396.640900058	1.9	94.1
-396.625199778	1.6	94.1
-396.612210624	1.9	94.1
-396.627953349	1.5	94.1
-396.643418432	1.9	94.1
-396.65816547	1.4	94.1
-396.671557146	1.9	94.1
-396.682570324	1.3	94.1
-396.689439487	1.9	94.1
-396.689084036	1.2	94.1
-396.676279157	1.9	94.1
-396.642448228	1.1	94.1
-396.573769205	1.9	94.1
-396.539924124	1.0	94.1
-396.608610147	1.9	94.1
-396.642448229	1.0	94.1
-396.655253255	2.0	94.1
-396.655596434	1.1	94.1
-396.64870079	2.0	94.1
-396.637648383	1.2	94.1
-396.624208191	2.0	94.1
-396.609407503	1.3	94.1
-396.593887501	2.0	94.1
-396.578091556	1.4	94.1
-396.508943966	2.0	94.1
-396.524806403	1.5	94.1
-396.540397408	2.0	94.1
-396.555271498	1.6	94.1
-396.568784376	2.0	94.1
-396.579904506	1.7	94.1
-396.58685751	2.0	94.1
-396.586555258	1.8	94.1
-396.573769209	2.0	94.1
-396.539924127	1.9	94.1
-396.471200912	2.0	94.1
-396.471260095	2.0	94.1
-396.539975005	2.0	94.2
-396.573811164	2.0	94.2
-396.586587997	2.0	94.2
-396.586881223	1.9	94.2
-396.579919875	2.0	94.2
-396.568792465	1.8	94.2
-396.555273562	2.0	94.2
-396.540394717	1.7	94.2
-396.524800116	2.0	94.2
-396.508935073	1.6	94.2
-396.578081973	2.0	94.2
-396.593880233	1.5	94.2
-396.609403462	2.0	94.2
-396.624208446	1.4	94.2
-396.637654104	2.0	94.2
-396.648713123	1.3	94.2
-396.655616319	2.0	94.2
-396.655281242	1.2	94.2
-396.642484371	2.0	94.2
-396.608654022	1.1	94.2
-396.539975002	2.0	94.2
-396.573811159	1.0	94.2
-396.642484369	2.0	94.2
-396.676308741	1.0	94.2
-396.689106586	1.9	94.2
-396.689454963	1.1	94.2
-396.682579162	1.9	94.2
-396.67156016	1.2	94.2
-396.658163683	1.9	94.2
-396.643412896	1.3	94.2
-396.627945026	1.9	94.2
-396.612200333	1.4	94.2
-396.625188718	1.9	94.2
-396.640890574	1.5	94.2
-396.656315214	1.9	94.2
-396.671025531	1.6	94.2
-396.684388198	1.9	94.2
-396.69538374	1.7	94.2
-396.702248399	1.9	94.2
-396.701899769	1.8	94.2
-396.689106585	1.9	94.2
-396.65528124	1.9	94.2
-396.586587991	1.9	94.2
-396.586881217	2.0	94.2
-396.655616316	1.9	94.2
-396.689454962	2.0	94.2
-396.702248398	1.8	94.2
-396.70259668	1.9	94.2
-396.695738997	1.8	94.2
-396.684760844	1.8	94.2
-396.671425131	1.8	94.2
-396.65674826	1.7	94.2
-396.641359971	1.8	94.2
-396.625694378	1.6	94.2
-396.618993779	1.8	94.2
-396.634625621	1.5	94.2
-396.649979625	1.8	94.2
-396.664624365	1.4	94.2
-396.677933265	1.8	94.2
-396.688892407	1.3	94.2
-396.695738997	1.8	94.2
-396.695383739	1.2	94.2
-396.68257916	1.8	94.2
-396.648713119	1.1	94.2
-396.579919869	1.8	94.2
-396.568792459	1.0	94.2
-396.6376541	1.8	94.2
-396.671560158	1.0	94.2
-396.684388197	1.7	94.2
-396.684760843	1.1	94.2
-396.677933265	1.7	94.2
-396.666998644	1.2	94.2
-396.653720053	1.7	94.2
-396.639109392	1.3	94.2
-396.6237905	1.7	94.2
-396.608192439	1.4	94.2
-396.595055518	1.7	94.2
-396.610619211	1.5	94.2
-396.625901616	1.7	94.2
-396.640475722	1.6	94.2
-396.653720053	1.7	94.2
-396.664624365	1.7	94.2
-396.67142513	1.7	94.2
-396.67102553	1.8	94.2
-396.658163681	1.7	94.2
-396.624208442	1.9	94.2
-396.555273556	1.7	94.2
-396.540394711	2.0	94.2
-396.609403458	1.7	94.2
-396.643412893	2.0	94.2
-396.656315212	1.6	94.2
-396.65674826	1.9	94.2
-396.649979625	1.6	94.2
-396.639109392	1.8	94.2
-396.625901616	1.6	94.2
-396.611365174	1.7	94.2
-396.596119512	1.6	94.2
-396.580589875	1.6	94.2
-396.565411803	1.6	94.2
-396.580909128	1.5	94.2
-396.596119512	1.6	94.2
-396.610619211	1.4	94.2
-396.6237905	1.6	94.2
-396.634625621	1.3	94.2
-396.641359971	1.6	94.2
-396.640890572	1.2	94.2
-396.627945024	1.6	94.2
-396.593880229	1.1	94.2
-396.52480011	1.6	94.2
-396.508935066	1.0	94.2
-396.578081969	1.6	94.2
-396.612200331	1.0	94.2
-396.625188716	1.5	94.2
-396.625694378	1.1	94.2
-396.618993779	1.5	94.2
-396.608192438	1.2	94.2
-396.595055518	1.5	94.2
-396.580589875	1.3	94.2
-396.565411803	1.5	94.2
-396.54994379	1.4	94.2
-396.549931259	1.5	94.2
-396.565398806	1.5	94.3
-396.580576554	1.5	94.3
-396.595042078	1.6	94.3
-396.608179137	1.5	94.3
-396.618980884	1.7	94.3
-396.625682114	1.5	94.3
-396.625177204	1.8	94.3
-396.612189576	1.5	94.3
-396.578071913	1.9	94.3
-396.508925694	1.5	94.3
-396.524793305	2.0	94.3
-396.593872451	1.5	94.3
-396.627936201	2.0	94.3
-396.640880601	1.4	94.3
-396.641348837	1.9	94.3
-396.634613457	1.4	94.3
-396.623777569	1.8	94.3
-396.610605843	1.4	94.3
-396.596106026	1.7	94.3
-396.580895789	1.4	94.3
-396.565398806	1.6	94.3
-396.580576554	1.4	94.3
-396.596106026	1.5	94.3
-396.61135178	1.4	94.3
-396.625888651	1.4	94.3
-396.639097251	1.4	94.3
-396.649968703	1.3	94.3
-396.656738869	1.4	94.3
-396.6563075	1.2	94.3
-396.643406821	1.4	94.3
-396.609398869	1.1	94.3
-396.540391463	1.4	94.3
-396.555275024	1.0	94.3
-396.62420811	1.4	94.3
-396.658161321	1.0	94.3
-396.671020922	1.3	94.3
-396.671418213	1.1	94.3
-396.664615304	1.3	94.3
-396.653709214	1.2	94.3
-396.640463579	1.3	94.3
-396.625888651	1.3	94.3
-396.610605843	1.3	94.3
-396.595042078	1.4	94.3
-396.608179137	1.3	94.3
-396.623777569	1.5	94.3
-396.639097251	1.3	94.3
-396.653709214	1.6	94.3
-396.666989686	1.3	94.3
-396.67792675	1.7	94.3
-396.684757203	1.3	94.3
-396.684387621	1.8	94.3
-396.671562562	1.3	94.3
-396.637659197	1.9	94.3
-396.568799912	1.3	94.3
-396.579934565	2.0	94.3
-396.648724791	1.3	94.3
-396.682587352	2.0	94.3
-396.695388092	1.2	94.3
-396.695739409	1.9	94.3
-396.688889102	1.2	94.3
-396.677926751	1.8	94.3
-396.664615304	1.2	94.3
-396.649968703	1.7	94.3
-396.634613457	1.2	94.3
-396.618980885	1.6	94.3
-396.625682114	1.2	94.3
-396.641348838	1.5	94.3
-396.65673887	1.2	94.3
-396.671418213	1.4	94.3
-396.684757204	1.2	94.3
-396.695739409	1.3	94.3
-396.70260174	1.2	94.3
-396.702258382	1.2	94.3
-396.689469761	1.2	94.3
-396.655635505	1.1	94.3
-396.586904219	1.2	94.3
-396.586619985	1.0	94.3
-396.655308499	1.2	94.3
-396.689128428	1.0	94.3
-396.701915726	1.1	94.3
-396.702258382	1.1	94.3
-396.695388093	1.1	94.3
-396.684387622	1.2	94.3
-396.671020923	1.1	94.3
-396.656307501	1.3	94.3
-396.640880603	1.1	94.3
-396.625177206	1.4	94.3
-396.612189578	1.1	94.3
-396.627936203	1.5	94.3
-396.643406823	1.1	94.3
-396.658161323	1.6	94.3
-396.671562564	1.1	94.3
-396.682587354	1.7	94.3
-396.689469762	1.1	94.3
-396.689128429	1.8	94.3
-396.67633759	1.1	94.3
-396.642519752	1.9	94.3
-396.573852337	1.1	94.3
-396.540025073	2.0	94.3
-396.608697112	1.1	94.3
-396.642519754	2.0	94.3
-396.655308502	1.0	94.3
-396.655635509	1.9	94.3
-396.648724794	1.0	94.3
-396.6376592	1.8	94.3
-396.624208114	1.0	94.3
-396.609398873	1.7	94.3
-396.593872455	1.0	94.3
-396.578071917	1.6	94.3
-396.508925701	1.0	94.3
-396.524793312	1.5	94.3
-396.54039147	1.0	94.3
